employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP101651,Commercial,Supply Planner,IV,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP101651,Commercial,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,11.11
EMP101653,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101653,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101653,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101654,HR & Corp Affairs,Data Analyst,V,Cognitive Ability,iq,109.000,null,0.00,0.00,50.00
EMP101654,HR & Corp Affairs,Data Analyst,V,Leadership,tiki,6.000,3.000,50.00,50.00,50.00
EMP101654,HR & Corp Affairs,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,50.00
EMP101655,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP101655,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP101655,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,22.22
EMP101659,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,82.000,75.23,75.23,30.63
EMP101659,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,1.000,16.67,16.67,30.63
EMP101659,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,30.63
EMP101660,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,129.000,118.35,118.35,56.12
EMP101660,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,56.12
EMP101660,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,56.12
EMP101662,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,124.000,113.76,113.76,121.25
EMP101662,Commercial,Supply Planner,III,Leadership,tiki,6.000,9.000,150.00,150.00,121.25
EMP101662,Commercial,Supply Planner,III,Personality,disc_word,null,null,100.00,100.00,121.25
EMP101664,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,91.000,83.49,83.49,33.38
EMP101664,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,1.000,16.67,16.67,33.38
EMP101664,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,33.38
EMP101665,Commercial,HRBP,III,Cognitive Ability,iq,109.000,96.000,88.07,88.07,62.69
EMP101665,Commercial,HRBP,III,Leadership,tiki,6.000,6.000,100.00,100.00,62.69
EMP101665,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,62.69
EMP101666,Technology,HRBP,IV,Cognitive Ability,iq,109.000,128.000,117.43,117.43,55.81
EMP101666,Technology,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,55.81
EMP101666,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,55.81
EMP101667,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP101667,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP101667,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,16.67
EMP101668,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,117.000,107.34,107.34,91.34
EMP101668,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,10.000,166.67,166.67,91.34
EMP101668,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,91.34
EMP101669,Technology,Data Analyst,IV,Cognitive Ability,iq,109.000,130.000,119.27,119.27,95.31
EMP101669,Technology,Data Analyst,IV,Leadership,tiki,6.000,10.000,166.67,166.67,95.31
EMP101669,Technology,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,95.31
EMP101671,Technology,Brand Executive,IV,Cognitive Ability,iq,109.000,126.000,115.60,115.60,49.64
EMP101671,Technology,Brand Executive,IV,Leadership,tiki,6.000,2.000,33.33,33.33,49.64
EMP101671,Technology,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,49.64
EMP101672,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,90.000,82.57,82.57,60.86
EMP101672,Commercial,Data Analyst,V,Leadership,tiki,6.000,6.000,100.00,100.00,60.86
EMP101672,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,60.86
EMP101673,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,118.000,108.26,108.26,52.75
EMP101673,Technology,Brand Executive,III,Leadership,tiki,6.000,3.000,50.00,50.00,52.75
EMP101673,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,52.75
EMP101674,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101674,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101674,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101677,HR & Corp Affairs,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP101677,HR & Corp Affairs,Brand Executive,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP101677,HR & Corp Affairs,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP101679,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101679,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101679,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101681,Commercial,Finance Officer,III,Cognitive Ability,iq,109.000,115.000,105.50,105.50,40.72
EMP101681,Commercial,Finance Officer,III,Leadership,tiki,6.000,1.000,16.67,16.67,40.72
EMP101681,Commercial,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,40.72
EMP101682,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,98.000,89.91,89.91,113.30
EMP101682,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,9.000,150.00,150.00,113.30
EMP101682,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,100.00,100.00,113.30
EMP101688,Technology,Brand Executive,V,Cognitive Ability,iq,109.000,121.000,111.01,111.01,64.78
EMP101688,Technology,Brand Executive,V,Leadership,tiki,6.000,5.000,83.33,83.33,64.78
EMP101688,Technology,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,64.78
EMP101689,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,93.000,85.32,85.32,67.33
EMP101689,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,7.000,116.67,116.67,67.33
EMP101689,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,67.33
EMP101690,Commercial,HRBP,III,Cognitive Ability,iq,109.000,95.000,87.16,87.16,73.50
EMP101690,Commercial,HRBP,III,Leadership,tiki,6.000,8.000,133.33,133.33,73.50
EMP101690,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,73.50
EMP101692,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,92.000,84.40,84.40,50.36
EMP101692,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,4.000,66.67,66.67,50.36
EMP101692,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,50.36
EMP101693,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,140.000,128.44,128.44,70.59
EMP101693,Commercial,Brand Executive,IV,Leadership,tiki,6.000,5.000,83.33,83.33,70.59
EMP101693,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,70.59
EMP101694,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,104.000,95.41,95.41,81.80
EMP101694,Technology,Supply Planner,IV,Leadership,tiki,6.000,9.000,150.00,150.00,81.80
EMP101694,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,81.80
EMP101697,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,97.000,88.99,88.99,68.55
EMP101697,Technology,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,68.55
EMP101697,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,68.55
EMP101698,Technology,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101698,Technology,HRBP,IV,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101698,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101699,Commercial,HRBP,IV,Cognitive Ability,iq,109.000,80.000,73.39,73.39,41.13
EMP101699,Commercial,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,41.13
EMP101699,Commercial,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,41.13
EMP101702,Technology,Brand Executive,V,Cognitive Ability,iq,109.000,108.000,99.08,99.08,44.14
EMP101702,Technology,Brand Executive,V,Leadership,tiki,6.000,2.000,33.33,33.33,44.14
EMP101702,Technology,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,44.14
EMP101703,Technology,HRBP,V,Cognitive Ability,iq,109.000,112.000,102.75,102.75,73.14
EMP101703,Technology,HRBP,V,Leadership,tiki,6.000,7.000,116.67,116.67,73.14
EMP101703,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,73.14
EMP101704,Commercial,HRBP,V,Cognitive Ability,iq,109.000,103.000,94.50,94.50,81.50
EMP101704,Commercial,HRBP,V,Leadership,tiki,6.000,9.000,150.00,150.00,81.50
EMP101704,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,81.50
EMP101705,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,83.000,76.15,76.15,53.16
EMP101705,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,5.000,83.33,83.33,53.16
EMP101705,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,0.00,0.00,53.16
EMP101707,HR & Corp Affairs,Data Analyst,V,Cognitive Ability,iq,109.000,136.000,124.77,124.77,113.81
EMP101707,HR & Corp Affairs,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,113.81
EMP101707,HR & Corp Affairs,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,113.81
EMP101710,Technology,Sales Supervisor,III,Cognitive Ability,iq,109.000,99.000,90.83,90.83,85.83
EMP101710,Technology,Sales Supervisor,III,Leadership,tiki,6.000,10.000,166.67,166.67,85.83
EMP101710,Technology,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,85.83
EMP101713,Commercial,HRBP,III,Cognitive Ability,iq,109.000,94.000,86.24,86.24,56.52
EMP101713,Commercial,HRBP,III,Leadership,tiki,6.000,5.000,83.33,83.33,56.52
EMP101713,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,56.52
EMP101714,Technology,Sales Supervisor,IV,Cognitive Ability,iq,109.000,120.000,110.09,110.09,53.36
EMP101714,Technology,Sales Supervisor,IV,Leadership,tiki,6.000,3.000,50.00,50.00,53.36
EMP101714,Technology,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,53.36
EMP101716,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,137.000,125.69,125.69,80.78
EMP101716,Technology,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,80.78
EMP101716,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,80.78
EMP101717,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,139.000,127.52,127.52,70.29
EMP101717,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,5.000,83.33,83.33,70.29
EMP101717,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,70.29
EMP101719,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP101719,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP101719,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,16.67
EMP101720,HR & Corp Affairs,Data Analyst,V,Cognitive Ability,iq,109.000,117.000,107.34,107.34,124.67
EMP101720,HR & Corp Affairs,Data Analyst,V,Leadership,tiki,6.000,10.000,166.67,166.67,124.67
EMP101720,HR & Corp Affairs,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,124.67
EMP101721,Commercial,Supply Planner,IV,Cognitive Ability,iq,109.000,113.000,103.67,103.67,90.11
EMP101721,Commercial,Supply Planner,IV,Leadership,tiki,6.000,10.000,166.67,166.67,90.11
EMP101721,Commercial,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,90.11
EMP101722,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,92.000,84.40,84.40,72.58
EMP101722,Commercial,Finance Officer,IV,Leadership,tiki,6.000,2.000,33.33,33.33,72.58
EMP101722,Commercial,Finance Officer,IV,Personality,disc_word,null,null,100.00,100.00,72.58
EMP101723,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,138.000,126.61,126.61,81.09
EMP101723,Commercial,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,81.09
EMP101723,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,81.09
EMP101724,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,82.000,75.23,75.23,108.41
EMP101724,Technology,Data Analyst,V,Leadership,tiki,6.000,9.000,150.00,150.00,108.41
EMP101724,Technology,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,108.41
EMP101725,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,103.000,94.50,94.50,81.50
EMP101725,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,9.000,150.00,150.00,81.50
EMP101725,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,81.50
EMP101728,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101728,Technology,Brand Executive,III,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101728,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101729,Technology,Sales Supervisor,IV,Cognitive Ability,iq,109.000,116.000,106.42,106.42,102.14
EMP101729,Technology,Sales Supervisor,IV,Leadership,tiki,6.000,6.000,100.00,100.00,102.14
EMP101729,Technology,Sales Supervisor,IV,Personality,disc_word,null,null,100.00,100.00,102.14
EMP101731,Commercial,Finance Officer,V,Cognitive Ability,iq,109.000,123.000,112.84,112.84,65.39
EMP101731,Commercial,Finance Officer,V,Leadership,tiki,6.000,5.000,83.33,83.33,65.39
EMP101731,Commercial,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,65.39
EMP101733,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,11.11
EMP101733,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP101733,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,11.11
EMP101734,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,101.000,92.66,92.66,64.22
EMP101734,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,6.000,100.00,100.00,64.22
EMP101734,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,64.22
EMP101735,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101735,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101735,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101737,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,88.000,80.73,80.73,49.13
EMP101737,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,4.000,66.67,66.67,49.13
EMP101737,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,49.13
EMP101738,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP101738,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP101738,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,38.89
EMP101740,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,128.000,117.43,117.43,44.70
EMP101740,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,1.000,16.67,16.67,44.70
EMP101740,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,44.70
EMP101741,Technology,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP101741,Technology,HRBP,IV,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP101741,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,27.78
EMP101742,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,132.000,121.10,121.10,84.81
EMP101742,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,2.000,33.33,33.33,84.81
EMP101742,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,100.00,100.00,84.81
EMP101744,Commercial,Data Analyst,III,Cognitive Ability,iq,109.000,115.000,105.50,105.50,57.39
EMP101744,Commercial,Data Analyst,III,Leadership,tiki,6.000,4.000,66.67,66.67,57.39
EMP101744,Commercial,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,57.39
EMP101746,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,118.000,108.26,108.26,69.42
EMP101746,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,6.000,100.00,100.00,69.42
EMP101746,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,69.42
EMP101747,Technology,Finance Officer,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP101747,Technology,Finance Officer,IV,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP101747,Technology,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,5.56
EMP101749,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,85.000,77.98,77.98,48.22
EMP101749,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,4.000,66.67,66.67,48.22
EMP101749,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,0.00,0.00,48.22
EMP101750,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP101750,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP101750,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,27.78
EMP101751,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP101751,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP101751,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,22.22
EMP101752,Commercial,Brand Executive,V,Cognitive Ability,iq,109.000,132.000,121.10,121.10,84.81
EMP101752,Commercial,Brand Executive,V,Leadership,tiki,6.000,2.000,33.33,33.33,84.81
EMP101752,Commercial,Brand Executive,V,Personality,disc_word,null,null,100.00,100.00,84.81
EMP101753,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP101753,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP101753,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,55.56
EMP101755,Technology,Data Analyst,IV,Cognitive Ability,iq,109.000,110.000,100.92,100.92,78.08
EMP101755,Technology,Data Analyst,IV,Leadership,tiki,6.000,8.000,133.33,133.33,78.08
EMP101755,Technology,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,78.08
EMP101756,Commercial,Data Analyst,III,Cognitive Ability,iq,109.000,132.000,121.10,121.10,73.70
EMP101756,Commercial,Data Analyst,III,Leadership,tiki,6.000,6.000,100.00,100.00,73.70
EMP101756,Commercial,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,73.70
EMP101757,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,89.000,81.65,81.65,43.88
EMP101757,Technology,Finance Officer,V,Leadership,tiki,6.000,3.000,50.00,50.00,43.88
EMP101757,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,43.88
EMP101758,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,106.000,97.25,97.25,49.08
EMP101758,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,3.000,50.00,50.00,49.08
EMP101758,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,49.08
EMP101762,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,129.000,118.35,118.35,89.45
EMP101762,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,9.000,150.00,150.00,89.45
EMP101762,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,89.45
EMP101768,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,87.000,79.82,79.82,115.49
EMP101768,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,10.000,166.67,166.67,115.49
EMP101768,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,100.00,100.00,115.49
EMP101770,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP101770,Technology,Finance Officer,III,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP101770,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,22.22
EMP101772,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101772,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101772,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101773,Technology,HRBP,V,Cognitive Ability,iq,109.000,null,0.00,0.00,66.67
EMP101773,Technology,HRBP,V,Leadership,tiki,6.000,6.000,100.00,100.00,66.67
EMP101773,Technology,HRBP,V,Personality,disc_word,null,null,100.00,100.00,66.67
EMP101774,HR & Corp Affairs,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP101774,HR & Corp Affairs,Supply Planner,III,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP101774,HR & Corp Affairs,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,33.33
EMP101775,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,89.000,81.65,81.65,99.44
EMP101775,Commercial,Supply Planner,III,Leadership,tiki,6.000,7.000,116.67,116.67,99.44
EMP101775,Commercial,Supply Planner,III,Personality,disc_word,null,null,100.00,100.00,99.44
EMP101776,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,109.000,100.00,100.00,50.00
EMP101776,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,3.000,50.00,50.00,50.00
EMP101776,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,50.00
EMP101777,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP101777,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP101777,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP101779,Technology,HRBP,IV,Cognitive Ability,iq,109.000,121.000,111.01,111.01,92.56
EMP101779,Technology,HRBP,IV,Leadership,tiki,6.000,10.000,166.67,166.67,92.56
EMP101779,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,92.56
EMP101780,Technology,Finance Officer,IV,Cognitive Ability,iq,109.000,96.000,88.07,88.07,84.91
EMP101780,Technology,Finance Officer,IV,Leadership,tiki,6.000,10.000,166.67,166.67,84.91
EMP101780,Technology,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,84.91
EMP101782,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,95.000,87.16,87.16,67.94
EMP101782,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,1.000,16.67,16.67,67.94
EMP101782,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,100.00,100.00,67.94
EMP101783,Commercial,HRBP,IV,Cognitive Ability,iq,109.000,132.000,121.10,121.10,57.03
EMP101783,Commercial,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,57.03
EMP101783,Commercial,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,57.03
EMP101784,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,88.000,80.73,80.73,32.47
EMP101784,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,1.000,16.67,16.67,32.47
EMP101784,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,32.47
EMP101786,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP101786,Commercial,Data Analyst,V,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP101786,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,22.22
EMP101789,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,127.000,116.51,116.51,49.95
EMP101789,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,2.000,33.33,33.33,49.95
EMP101789,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,49.95
EMP101790,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP101790,Technology,Supply Planner,IV,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP101790,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,44.44
EMP101791,Commercial,Sales Supervisor,V,Cognitive Ability,iq,109.000,97.000,88.99,88.99,79.66
EMP101791,Commercial,Sales Supervisor,V,Leadership,tiki,6.000,9.000,150.00,150.00,79.66
EMP101791,Commercial,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,79.66
EMP101796,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,105.000,96.33,96.33,43.22
EMP101796,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,43.22
EMP101796,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,0.00,0.00,43.22
EMP101797,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,101.000,92.66,92.66,47.55
EMP101797,Commercial,Brand Executive,IV,Leadership,tiki,6.000,3.000,50.00,50.00,47.55
EMP101797,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,47.55
EMP101798,HR & Corp Affairs,Brand Executive,V,Cognitive Ability,iq,109.000,139.000,127.52,127.52,59.17
EMP101798,HR & Corp Affairs,Brand Executive,V,Leadership,tiki,6.000,3.000,50.00,50.00,59.17
EMP101798,HR & Corp Affairs,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,59.17
EMP101799,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
